type,fps,frames,height,width,input_path,input_bname,input_filename,input_file_extension
video,23.976023976023978,198878,480,720,/Users/admin/gh/dvt-tutorial/videos/all-presidents-men.mp4,all-presidents-men.mp4,all-presidents-men,.mp4
